-0.000008, 2.303340
-0.339935, 2.279254
2.312112, 1.168446
1.972165, 2.314209
2.201521, -1.608797
-2.339331, 1.325668
-2.200177, 2.308542
-2.020618, 2.216869
-2.330323, 2.079555
-2.319225, 1.787830
-2.261159, 2.346053
-2.359361, 1.826751
2.327142, 2.224190
-0.335371, 2.356340
-0.300219, 2.315812
2.302609, 1.941344
2.362100, 2.308713
1.861772, 2.323120
2.312749, 2.202767
2.307848, 2.334871
-2.312209, 0.763143
-2.429436, 0.591176
-2.107749, -1.155341
2.303886, -1.700724
2.353571, -1.026849
1.626709, 2.308651
2.319917, 2.210263
2.196883, 2.378764
2.331496, 1.935171
2.325519, 2.306132
-2.338697, -0.751351
-2.229145, -1.171767
-1.939863, -1.767132
-1.288079, -2.366794
-1.138369, -2.329976
-1.793868, -2.072679
-1.824047, -2.305787
-1.803555, -2.102027
-1.835444, -2.108569
-1.783449, -2.320339
2.334239, 0.334968
2.301644, 0.570538
-0.015342, -2.338302
-0.116563, -2.338611
-0.198164, -2.324914
-0.056414, -2.441779
0.453910, -2.368971
0.672354, -2.307779
1.271039, -2.406491
1.861431, -2.180325
